accuracy,loss,val_accuracy,val_loss,learning_rate
0.9606682658195496,0.11277995258569717,0.9887120723724365,0.0418151430785656,9.999999747378752e-05
0.980632483959198,0.057556621730327606,0.9894269704818726,0.03515956550836563,9.999999747378752e-05
0.9835674166679382,0.049120377749204636,0.9885239005088806,0.0332583524286747,9.999999747378752e-05
0.9856799840927124,0.04225984960794449,0.9895774722099304,0.028861209750175476,9.999999747378752e-05
0.9864701628684998,0.03984760493040085,0.9912706613540649,0.026935860514640808,9.999999747378752e-05
0.9878408908843994,0.03626256063580513,0.9911201596260071,0.025728067383170128,9.999999747378752e-05
0.9880021214485168,0.03561590611934662,0.9897279739379883,0.029219569638371468,9.999999747378752e-05
0.9879860281944275,0.03505817428231239,0.9917597770690918,0.024444952607154846,9.999999747378752e-05
0.9892116189002991,0.03225177526473999,0.9909319877624512,0.02571936510503292,9.999999747378752e-05
0.9890180826187134,0.03176550939679146,0.9912706613540649,0.026913197711110115,9.999999747378752e-05
0.98940509557724,0.03082042559981346,0.9920984506607056,0.023900490254163742,9.999999747378752e-05
0.9899049997329712,0.02939336933195591,0.9909696578979492,0.02502812072634697,9.999999747378752e-05
0.9901952743530273,0.029478894546628,0.9920231699943542,0.024431874975562096,9.999999747378752e-05
0.9900662899017334,0.028874922543764114,0.991985559463501,0.02374429441988468,9.999999747378752e-05
0.9897437691688538,0.02768269181251526,0.9917221665382385,0.02388680726289749,9.999999747378752e-05
0.9900178909301758,0.028126945719122887,0.9917221665382385,0.023213626816868782,9.999999747378752e-05
0.9900178909301758,0.028194256126880646,0.9928509593009949,0.021236538887023926,9.999999747378752e-05
0.9905017018318176,0.027589445933699608,0.9910072684288025,0.023749155923724174,9.999999747378752e-05
0.9903726577758789,0.027276741340756416,0.9925499558448792,0.021886084228754044,9.999999747378752e-05
0.9908403158187866,0.025902103632688522,0.992700457572937,0.021816890686750412,9.999999747378752e-05
0.9910176992416382,0.025935646146535873,0.9924746751785278,0.02342345006763935,9.999999747378752e-05
0.9906145930290222,0.026623502373695374,0.9917221665382385,0.024820690974593163,9.999999747378752e-05
0.9919207692146301,0.023509975522756577,0.9927756786346436,0.021105943247675896,4.999999873689376e-05
0.9916627407073975,0.023151569068431854,0.9926628470420837,0.021368054673075676,4.999999873689376e-05
0.9919369220733643,0.022486085072159767,0.9932648539543152,0.020302902907133102,4.999999873689376e-05
0.9921949505805969,0.021992461755871773,0.9929262399673462,0.020923297852277756,4.999999873689376e-05
0.9921949505805969,0.02219867706298828,0.9929638504981995,0.020353494212031364,4.999999873689376e-05
0.9926948547363281,0.021380752325057983,0.9931519627571106,0.020396223291754723,4.999999873689376e-05
0.9925013184547424,0.02114054560661316,0.9935282468795776,0.019928446039557457,4.999999873689376e-05
0.9924529790878296,0.021398482844233513,0.9926628470420837,0.02109381929039955,4.999999873689376e-05
